scrambleMode,nodeMode,matrixMode,lastStep,matrixSize,numBytesIn,numBytesOut,Loading Key,Loading Scrambled Data,Descrambling,Outputting Descrambled Data
scrambling,byte,array,Done,7280,7280,1,19,2,163,1
scrambling,bit,linked,Done,8160,1020,1,22,2,103,0
scrambling,byte,linked,Done,7290,7290,1,20,2,84,0
scrambling,bit,linked,Done,7568,946,1,21,1,90,0
scrambling,byte,array,Done,7310,7310,1,23,3,145,0
scrambling,bit,array,Done,7280,910,1,19,1,131,0
scrambling,byte,hashed,Done,7920,7920,51,22,2,528,48
scrambling,bit,hashed,Done,10320,1290,51,38,3,786,1
scrambling,byte,array,Done,7920,7920,51,21,2,145,0
scrambling,bit,linked,Done,10640,1330,51,29,2,168,0
scrambling,byte,hashed,Done,7752,7752,51,21,2,510,0
scrambling,bit,array,Done,10560,1320,51,28,2,284,1
scrambling,byte,hashed,Done,8460,8460,101,23,2,558,42
scrambling,bit,linked,Done,4032,504,101,12,1,33,0
scrambling,byte,hashed,Done,8455,8455,101,23,2,572,0
scrambling,bit,linked,Done,4536,567,101,14,0,39,0
scrambling,byte,linked,Done,8463,8463,101,22,2,108,0
scrambling,bit,array,Done,4352,544,101,13,1,62,1
scrambling,byte,array,Done,8820,8820,151,25,1,181,0
scrambling,bit,hashed,Done,4928,616,151,14,3,251,1
scrambling,byte,array,Done,8640,8640,151,23,2,186,0
scrambling,bit,array,Done,4864,608,151,15,1,77,1
scrambling,byte,hashed,Done,8667,8667,151,23,3,662,0
scrambling,bit,array,Done,4968,621,151,14,1,77,1
scrambling,byte,hashed,Done,9072,9072,201,24,3,658,0
scrambling,bit,linked,Done,3472,434,201,11,1,30,1
scrambling,byte,hashed,Done,9200,9200,201,25,2,662,1
scrambling,bit,hashed,Done,3472,434,201,12,1,160,1
scrambling,byte,linked,Done,9200,9200,201,25,1,125,0
scrambling,bit,hashed,Done,3360,420,201,10,2,155,1
scrambling,byte,hashed,Done,9476,9476,251,32,2,682,1
scrambling,bit,array,Done,3904,488,251,12,0,53,1
scrambling,byte,array,Done,9234,9234,251,25,1,190,1
scrambling,bit,hashed,Done,3904,488,251,11,2,184,1
scrambling,byte,hashed,Done,9450,9450,251,25,3,684,0
scrambling,bit,linked,Done,3960,495,251,12,1,32,1
scrambling,byte,hashed,Done,9797,9797,301,26,3,724,1
scrambling,bit,hashed,Done,3776,472,301,11,1,170,1
scrambling,byte,hashed,Done,9800,9800,301,25,3,725,1
scrambling,bit,array,Done,3712,464,301,11,1,55,1
scrambling,byte,hashed,Done,9765,9765,301,26,3,707,0
scrambling,bit,hashed,Done,3720,465,301,11,2,177,1
scrambling,byte,array,Done,10094,10094,351,33,1,217,0
scrambling,bit,linked,Done,3776,472,351,11,1,29,2
scrambling,byte,linked,Done,10094,10094,351,29,2,142,0
scrambling,bit,array,Done,3776,472,351,11,1,50,1
scrambling,byte,hashed,Done,10058,10058,351,27,2,743,1
scrambling,bit,array,Done,3840,480,351,11,1,55,1
scrambling,byte,linked,Done,10404,10404,401,33,1,151,1
scrambling,bit,hashed,Done,4288,536,401,13,1,215,1
scrambling,byte,linked,Done,10395,10395,401,28,1,159,1
scrambling,bit,hashed,Done,4352,544,401,13,2,222,2
scrambling,byte,array,Done,10148,10148,401,31,2,221,1
scrambling,bit,array,Done,4352,544,401,12,1,72,1
scrambling,byte,hashed,Done,10488,10488,451,30,3,811,1
scrambling,bit,hashed,Done,4760,595,451,14,1,238,1
scrambling,byte,array,Done,10608,10608,451,27,1,233,0
scrambling,bit,linked,Done,5112,639,451,15,1,48,2
scrambling,byte,hashed,Done,10608,10608,451,28,3,794,49
scrambling,bit,array,Done,4824,603,451,15,1,73,1
scrambling,byte,linked,Done,10800,10800,501,31,1,163,0
scrambling,bit,array,Done,5256,657,501,16,2,76,2
scrambling,byte,hashed,Done,10815,10815,501,28,3,857,0
scrambling,bit,array,Done,5320,665,501,17,1,89,1
scrambling,byte,array,Done,10800,10800,501,29,2,237,1
scrambling,bit,linked,Done,5328,666,501,15,1,48,3
scrambling,byte,array,Done,11025,11025,551,31,2,250,1
scrambling,bit,array,Done,5928,741,551,18,1,98,1
scrambling,byte,linked,Done,10856,10856,551,29,1,166,0
scrambling,bit,array,Done,5624,703,551,17,0,92,1
scrambling,byte,linked,Done,11016,11016,551,29,1,164,0
scrambling,bit,array,Done,5624,703,551,16,1,89,1
scrambling,byte,array,Done,11252,11252,601,33,2,258,0
scrambling,bit,array,Done,5920,740,601,22,1,98,1
scrambling,byte,array,Done,11330,11330,601,29,2,262,0
scrambling,bit,array,Done,6240,780,601,18,1,107,1
scrambling,byte,linked,Done,11312,11312,601,31,1,180,0
scrambling,bit,linked,Done,6240,780,601,32,1,64,3
scrambling,byte,array,Done,11554,11554,651,72,1,263,1
scrambling,bit,array,Done,6480,810,651,18,1,110,1
scrambling,byte,array,Done,11536,11536,651,30,2,265,0
scrambling,bit,linked,Done,6800,850,651,26,1,76,4
scrambling,byte,array,Done,11466,11466,651,66,1,276,1
scrambling,bit,array,Done,6560,820,651,18,1,110,1
scrambling,byte,array,Done,3685,3685,701,11,1,51,0
scrambling,bit,hashed,Done,6888,861,701,22,2,407,44
scrambling,byte,array,Done,3705,3705,701,11,1,49,0
scrambling,bit,hashed,Done,7568,946,701,21,2,470,2
scrambling,byte,array,Done,3640,3640,701,13,1,47,0
scrambling,bit,array,Done,7216,902,701,19,1,129,2
scrambling,byte,linked,Done,3808,3808,751,12,0,29,0
scrambling,bit,array,Done,7568,946,751,21,1,138,1
scrambling,byte,array,Done,3819,3819,751,12,1,54,1
scrambling,bit,linked,Done,7560,945,751,24,1,89,5
scrambling,byte,array,Done,3843,3843,751,11,0,51,1
scrambling,bit,array,Done,7656,957,751,21,1,144,1
scrambling,byte,array,Done,3944,3944,801,12,0,52,0
scrambling,bit,array,Done,7744,968,801,23,1,144,2
scrambling,byte,hashed,Done,3969,3969,801,11,1,181,1
scrambling,bit,linked,Done,7832,979,801,21,1,96,5
scrambling,byte,linked,Done,3960,3960,801,11,1,30,1
scrambling,bit,array,Done,7920,990,801,22,2,154,2
scrambling,byte,array,Done,4092,4092,851,12,0,61,0
scrambling,bit,array,Done,8272,1034,851,22,1,164,2
scrambling,byte,array,Done,4092,4092,851,13,1,58,0
scrambling,bit,array,Done,8184,1023,851,23,1,164,1
scrambling,byte,array,Done,4047,4047,851,12,0,57,1
scrambling,bit,array,Done,8280,1035,851,22,1,173,1
scrambling,byte,linked,Done,4104,4104,901,12,1,32,1
scrambling,bit,hashed,Done,8800,1100,901,23,3,598,2
scrambling,byte,array,Done,4221,4221,901,12,1,59,1
scrambling,bit,array,Done,9024,1128,901,24,2,193,2
scrambling,byte,hashed,Done,4221,4221,901,13,1,211,0
scrambling,bit,array,Done,8648,1081,901,24,1,170,2
scrambling,byte,linked,Done,4288,4288,951,16,1,34,1
scrambling,bit,array,Done,9024,1128,951,23,1,184,2
scrambling,byte,array,Done,4248,4248,951,12,1,60,0
scrambling,bit,array,Done,9200,1150,951,24,2,190,2
scrambling,byte,linked,Done,4288,4288,951,12,1,42,0
scrambling,bit,array,Done,9000,1125,951,23,2,182,2
scrambling,byte,array,Done,4422,4422,1001,13,1,63,0
scrambling,bit,linked,Done,9504,1188,1001,26,1,130,8
scrambling,byte,hashed,Done,4416,4416,1001,13,1,220,0
scrambling,bit,array,Done,9696,1212,1001,26,1,197,2
scrambling,byte,linked,Done,4410,4410,1001,13,1,37,1
scrambling,bit,array,Done,9504,1188,1001,26,1,197,2
scrambling,byte,array,Done,4453,4453,1051,12,1,63,0
scrambling,bit,array,Done,10000,1250,1051,27,2,211,2
scrambling,byte,linked,Done,4485,4485,1051,13,1,38,1
scrambling,bit,hashed,Done,10000,1250,1051,27,3,749,3
scrambling,byte,array,Done,4480,4480,1051,13,0,63,1
scrambling,bit,linked,Done,10608,1326,1051,33,2,158,9
scrambling,byte,linked,Done,4608,4608,1101,14,1,38,1
scrambling,bit,linked,Done,10584,1323,1101,69,2,158,9
scrambling,byte,hashed,Done,4560,4560,1101,13,1,222,0
scrambling,bit,hashed,Done,10400,1300,1101,26,3,769,2
scrambling,byte,array,Done,4608,4608,1101,27,1,68,0
scrambling,bit,array,Done,10400,1300,1101,27,2,220,2
scrambling,byte,linked,Done,4686,4686,1151,14,1,41,1
scrambling,bit,array,Done,10712,1339,1151,36,2,232,2
scrambling,byte,hashed,Done,4680,4680,1151,13,1,224,1
scrambling,bit,array,Done,11536,1442,1151,30,1,272,2
scrambling,byte,hashed,Done,4692,4692,1151,34,2,232,0
scrambling,bit,hashed,Done,10712,1339,1151,45,3,832,3
scrambling,byte,linked,Done,4788,4788,1201,13,1,40,0
scrambling,bit,linked,Done,11880,1485,1201,76,1,188,11
scrambling,byte,hashed,Done,4828,4828,1201,14,1,253,0
scrambling,bit,linked,Done,11232,1404,1201,30,2,170,11
scrambling,byte,array,Done,4824,4824,1201,15,1,74,1
scrambling,bit,array,Done,11448,1431,1201,36,1,264,2
scrambling,byte,array,Done,4884,4884,1251,13,1,70,1
scrambling,bit,array,Done,11752,1469,1251,34,6,273,3
scrambling,byte,linked,Done,4896,4896,1251,36,1,47,1
scrambling,bit,array,Done,11664,1458,1251,31,2,272,2
scrambling,byte,array,Done,4899,4899,1251,18,1,73,1
scrambling,bit,linked,Done,11880,1485,1251,31,2,188,12
scrambling,byte,linked,Done,5041,5041,1301,14,1,46,0
scrambling,bit,hashed,Done,12096,1512,1301,33,3,1003,3
scrambling,byte,array,Done,5037,5037,1301,15,1,76,1
scrambling,bit,array,Done,12320,1540,1301,33,1,294,2
scrambling,byte,linked,Done,5032,5032,1301,14,1,44,1
scrambling,bit,hashed,Done,12208,1526,1301,33,3,993,4
scrambling,byte,linked,Done,5100,5100,1351,14,1,46,1
scrambling,bit,linked,Done,13320,1665,1351,35,2,233,13
scrambling,byte,array,Done,5106,5106,1351,15,1,83,0
scrambling,bit,array,Done,12880,1610,1351,33,2,336,3
scrambling,byte,array,Done,5112,5112,1351,14,1,80,0
scrambling,bit,array,Done,12768,1596,1351,51,1,315,3
scrambling,byte,linked,Done,2976,2976,1401,10,0,21,1
scrambling,bit,array,Done,12880,1610,1401,34,1,321,3
scrambling,byte,array,Done,3024,3024,1401,10,1,39,0
scrambling,bit,linked,Done,13328,1666,1401,36,2,233,13
scrambling,byte,hashed,Done,3024,3024,1401,11,1,128,1
scrambling,bit,linked,Done,13104,1638,1401,34,2,227,14
scrambling,byte,array,Done,3132,3132,1451,10,0,40,0
scrambling,bit,hashed,Done,13456,1682,1451,74,4,1126,3
scrambling,byte,array,Done,3135,3135,1451,10,1,39,0
scrambling,bit,array,Done,13456,1682,1451,35,2,346,3
scrambling,byte,hashed,Done,3132,3132,1451,9,1,127,1
scrambling,bit,hashed,Done,13688,1711,1451,47,3,1193,4
scrambling,byte,hashed,Done,3190,3190,1501,10,2,139,0
scrambling,bit,linked,Done,14040,1755,1501,41,2,253,16
scrambling,byte,array,Done,3190,3190,1501,9,1,38,1
scrambling,bit,linked,Done,13920,1740,1501,37,2,251,15
scrambling,byte,hashed,Done,3180,3180,1501,9,1,129,1
scrambling,bit,linked,Done,14136,1767,1501,41,2,266,15
scrambling,byte,array,Done,3248,3248,1551,14,1,40,1
scrambling,bit,array,Done,14160,1770,1551,51,2,363,3
scrambling,byte,linked,Done,3245,3245,1551,10,0,26,0
scrambling,bit,array,Done,14160,1770,1551,37,2,367,3
scrambling,byte,hashed,Done,3233,3233,1551,10,1,136,0
scrambling,bit,linked,Done,14616,1827,1551,38,2,274,15
scrambling,byte,array,Done,3363,3363,1601,10,1,52,0
scrambling,bit,array,Done,14640,1830,1601,82,2,382,3
scrambling,byte,array,Done,3360,3360,1601,10,1,44,0
scrambling,bit,linked,Done,15376,1922,1601,40,2,302,18
scrambling,byte,array,Done,3355,3355,1601,10,0,43,0
scrambling,bit,array,Done,16000,2000,1601,41,2,448,3
scrambling,byte,array,Done,3402,3402,1651,11,1,45,1
scrambling,bit,linked,Done,15624,1953,1651,42,2,317,18
scrambling,byte,array,Done,3416,3416,1651,10,1,44,0
scrambling,bit,array,Done,15104,1888,1651,41,2,415,4
scrambling,byte,hashed,Done,3420,3420,1651,11,1,155,1
scrambling,bit,array,Done,15616,1952,1651,51,2,442,3
scrambling,byte,linked,Done,3480,3480,1701,10,1,25,1
scrambling,bit,hashed,Done,15488,1936,1701,87,4,1569,5
scrambling,byte,array,Done,3481,3481,1701,10,1,45,0
scrambling,bit,array,Done,16128,2016,1701,42,2,463,4
scrambling,byte,linked,Done,3445,3445,1701,10,0,26,0
scrambling,bit,array,Done,15616,1952,1701,54,2,441,4
scrambling,byte,array,Done,3528,3528,1751,11,1,46,0
scrambling,bit,array,Done,16000,2000,1751,53,2,445,42
scrambling,byte,array,Done,3528,3528,1751,10,1,51,1
scrambling,bit,linked,Done,16256,2032,1751,42,2,333,20
scrambling,byte,array,Done,3520,3520,1751,11,1,47,0
scrambling,bit,hashed,Done,16000,2000,1751,42,5,1671,5
scrambling,byte,array,Done,3591,3591,1801,15,1,46,0
scrambling,bit,linked,Done,16512,2064,1801,42,1,338,20
scrambling,byte,hashed,Done,3584,3584,1801,16,1,154,1
scrambling,bit,hashed,Done,16640,2080,1801,44,5,1766,4
scrambling,byte,hashed,Done,3599,3599,1801,10,2,162,1
scrambling,bit,array,Done,16384,2048,1801,49,2,467,3
scrambling,byte,linked,Done,3705,3705,1851,11,1,29,1
scrambling,bit,hashed,Done,16768,2096,1851,77,4,1740,5
scrambling,byte,linked,Done,3717,3717,1851,12,0,29,1
scrambling,bit,linked,Done,16768,2096,1851,76,2,356,23
scrambling,byte,hashed,Done,3712,3712,1851,11,1,161,1
scrambling,bit,linked,Done,17160,2145,1851,45,2,368,23
scrambling,byte,hashed,Done,3782,3782,1901,12,1,165,0
scrambling,bit,array,Done,17160,2145,1901,83,2,493,4
scrambling,byte,array,Done,3782,3782,1901,11,1,50,0
scrambling,bit,hashed,Done,17424,2178,1901,45,5,1905,5
scrambling,byte,array,Done,3776,3776,1901,11,1,53,0
scrambling,bit,array,Done,17160,2145,1901,45,2,507,5
scrambling,byte,array,Done,3843,3843,1951,12,0,52,1
scrambling,bit,linked,Done,18088,2261,1951,87,2,385,25
scrambling,byte,array,Done,3808,3808,1951,11,1,56,1
scrambling,bit,hashed,Done,18360,2295,1951,56,6,2254,6
scrambling,byte,array,Done,3819,3819,1951,11,1,49,0
scrambling,bit,array,Done,18360,2295,1951,54,2,551,51
scrambling,byte,hashed,Done,3906,3906,2001,12,1,183,1
scrambling,bit,array,Done,18088,2261,2001,52,2,538,4
scrambling,byte,array,Done,3894,3894,2001,12,0,58,1
scrambling,bit,array,Done,18216,2277,2001,62,2,553,3
scrambling,byte,linked,Done,3904,3904,2001,12,1,30,1
scrambling,bit,array,Done,18360,2295,2001,47,2,557,4
scrambling,byte,hashed,Done,3944,3944,2051,13,1,201,0
scrambling,bit,hashed,Done,18496,2312,2051,56,5,2158,64
scrambling,byte,array,Done,3968,3968,2051,11,1,53,1
scrambling,bit,linked,Done,18496,2312,2051,55,2,425,28
scrambling,byte,array,Done,3933,3933,2051,11,1,53,0
scrambling,bit,hashed,Done,18496,2312,2051,48,5,2090,5
scrambling,byte,array,Done,3245,3245,2101,10,0,44,1
scrambling,bit,array,Done,18904,2363,2101,49,2,571,4
scrambling,byte,hashed,Done,3224,3224,2101,9,1,157,1
scrambling,bit,linked,Done,19880,2485,2101,52,2,491,29
scrambling,byte,hashed,Done,3249,3249,2101,10,1,150,1
scrambling,bit,array,Done,19040,2380,2101,52,2,603,5
scrambling,byte,hashed,Done,3294,3294,2151,11,2,139,1
scrambling,bit,linked,Done,19448,2431,2151,56,2,481,31
scrambling,byte,linked,Done,3304,3304,2151,10,1,24,1
scrambling,bit,array,Done,19880,2485,2151,69,2,654,4
scrambling,byte,array,Done,3286,3286,2151,31,1,45,1
scrambling,bit,array,Done,19448,2431,2151,62,3,722,4
scrambling,byte,array,Done,3348,3348,2201,10,1,42,0
scrambling,bit,linked,Done,19872,2484,2201,54,2,475,32
scrambling,byte,linked,Done,3363,3363,2201,15,1,25,1
scrambling,bit,array,Done,20304,2538,2201,54,2,667,4
scrambling,byte,hashed,Done,3360,3360,2201,10,1,144,1
scrambling,bit,array,Done,20304,2538,2201,58,2,651,5
scrambling,byte,array,Done,3422,3422,2251,10,1,45,1
scrambling,bit,linked,Done,20592,2574,2251,77,3,503,32
scrambling,byte,hashed,Done,3402,3402,2251,11,1,155,1
scrambling,bit,hashed,Done,20304,2538,2251,63,6,2589,6
scrambling,byte,array,Done,3422,3422,2251,10,1,43,1
scrambling,bit,array,Done,20160,2520,2251,52,3,661,5
scrambling,byte,linked,Done,3480,3480,2301,10,1,24,2
scrambling,bit,array,Done,20592,2574,2301,59,2,666,5
scrambling,byte,hashed,Done,3465,3465,2301,14,1,169,1
scrambling,bit,linked,Done,20592,2574,2301,55,2,517,35
scrambling,byte,array,Done,3480,3480,2301,11,0,46,0
scrambling,bit,array,Done,20720,2590,2301,67,3,672,5
scrambling,byte,hashed,Done,3538,3538,2351,19,1,155,1
scrambling,bit,array,Done,21600,2700,2351,56,2,715,5
scrambling,byte,linked,Done,3534,3534,2351,10,1,30,1
scrambling,bit,hashed,Done,21024,2628,2351,94,6,2828,8
scrambling,byte,linked,Done,3540,3540,2351,12,0,31,1
scrambling,bit,linked,Done,22040,2755,2351,59,3,575,37
scrambling,byte,array,Done,3599,3599,2401,11,1,48,0
scrambling,bit,array,Done,21608,2701,2401,205,3,718,47
scrambling,byte,array,Done,3599,3599,2401,11,0,48,1
scrambling,bit,linked,Done,21600,2700,2401,67,2,548,38
scrambling,byte,hashed,Done,3596,3596,2401,11,1,165,0
scrambling,bit,array,Done,21608,2701,2401,92,2,735,5
scrambling,byte,array,Done,3720,3720,2451,12,0,50,1
scrambling,bit,array,Done,21904,2738,2451,97,2,737,6
scrambling,byte,hashed,Done,3720,3720,2451,12,1,185,1
scrambling,bit,hashed,Done,22192,2774,2451,60,7,3182,44
scrambling,byte,array,Done,3705,3705,2451,11,1,48,1
scrambling,bit,hashed,Done,21904,2738,2451,96,7,2931,8
scrambling,byte,hashed,Done,3780,3780,2501,11,1,171,0
scrambling,bit,hashed,Done,22800,2850,2501,65,6,3015,7
scrambling,byte,array,Done,3782,3782,2501,12,0,52,1
scrambling,bit,hashed,Done,22800,2850,2501,81,6,3139,8
scrambling,byte,array,Done,3782,3782,2501,11,1,51,1
scrambling,bit,array,Done,22200,2775,2501,65,2,759,5
scrambling,byte,linked,Done,3844,3844,2551,11,1,31,1
scrambling,bit,array,Done,22648,2831,2551,60,2,783,5
scrambling,byte,array,Done,3835,3835,2551,11,1,51,1
scrambling,bit,array,Done,22800,2850,2551,68,2,806,5
scrambling,byte,linked,Done,3840,3840,2551,12,0,30,1
scrambling,bit,hashed,Done,22792,2849,2551,81,7,3034,8
scrambling,byte,hashed,Done,3844,3844,2601,11,1,170,1
scrambling,bit,hashed,Done,23864,2983,2601,73,7,3567,8
scrambling,byte,linked,Done,3844,3844,2601,12,0,31,1
scrambling,bit,array,Done,23400,2925,2601,75,3,820,5
scrambling,byte,linked,Done,3844,3844,2601,11,1,30,1
scrambling,bit,array,Done,23104,2888,2601,101,3,810,5
scrambling,byte,array,Done,3904,3904,2651,11,1,52,1
scrambling,bit,array,Done,24336,3042,2651,192,3,886,5
scrambling,byte,array,Done,3904,3904,2651,11,1,52,0
scrambling,bit,linked,Done,23712,2964,2651,64,3,637,47
scrambling,byte,array,Done,3904,3904,2651,11,1,54,1
scrambling,bit,array,Done,23560,2945,2651,71,2,833,6
scrambling,byte,array,Done,3969,3969,2701,11,1,52,0
scrambling,bit,linked,Done,24640,3080,2701,65,3,691,47
scrambling,byte,array,Done,3968,3968,2701,12,1,57,0
scrambling,bit,array,Done,23864,2983,2701,94,2,856,6
scrambling,byte,linked,Done,3960,3960,2701,15,1,38,1
scrambling,bit,array,Done,24024,3003,2701,68,3,868,5
scrambling,byte,hashed,Done,4030,4030,2751,17,2,211,1
scrambling,bit,array,Done,24336,3042,2751,74,3,873,50
scrambling,byte,hashed,Done,4030,4030,2751,25,1,186,1
scrambling,bit,array,Done,24960,3120,2751,75,2,946,5
scrambling,byte,array,Done,4026,4026,2751,12,1,57,1
scrambling,bit,array,Done,25280,3160,2751,76,3,1000,7
scrambling,byte,hashed,Done,3776,3776,2801,11,1,175,1
scrambling,bit,array,Done,24800,3100,2801,75,3,915,6
scrambling,byte,array,Done,3776,3776,2801,12,0,52,0
scrambling,bit,linked,Done,24960,3120,2801,65,3,718,49
scrambling,byte,hashed,Done,3770,3770,2801,18,1,168,1
scrambling,bit,hashed,Done,25280,3160,2801,83,8,3197,45
scrambling,byte,hashed,Done,3840,3840,2851,12,1,177,1
scrambling,bit,hashed,Done,26080,3260,2851,82,8,3371,8
scrambling,byte,linked,Done,3835,3835,2851,12,0,31,1
scrambling,bit,linked,Done,25440,3180,2851,115,3,743,51
scrambling,byte,hashed,Done,3819,3819,2851,11,1,180,1
scrambling,bit,array,Done,25920,3240,2851,70,3,998,6
scrambling,byte,array,Done,3906,3906,2901,11,1,54,0
scrambling,bit,array,Done,25920,3240,2901,83,3,1001,7
scrambling,byte,linked,Done,3900,3900,2901,13,0,31,1
scrambling,bit,array,Done,25600,3200,2901,109,2,968,7
scrambling,byte,linked,Done,3876,3876,2901,12,0,30,1
scrambling,bit,hashed,Done,25584,3198,2901,83,8,3413,10
scrambling,byte,linked,Done,3968,3968,2951,11,1,30,1
